||Month : 11 - 2015|||Vehical : All Vehicals||||By user : asiri
NO|Bill No|Customer|Tol Sale|Varience|Expiries|Damages|Discount|GR|F/Issu|Cash|Cheques|Debit|Credits
309|B12786|Vihari st - 2FR|1051|-.5|0|0|0|0|0|1051|0|0|0|
310|B12787|Sadun st - 2FR|639|0|0|0|0|0|0|639|0|0|0|
311|B12788|Liyanage St - 2FR|612|0|0|0|0|0|0|612|0|0|0|
312|B12789|Sarath st - 2FR|7359.37|.17|0|0|306.63|0|0|0|0|0|7359.37|
313|B12790|Smart shop - 2FR|859|-.5|0|0|0|0|0|859|0|0|0|
314|B12791|Piyasena st - 2FR|1102|-.5|0|0|0|0|0|1102|0|0|0|
315|B12793|M.K.G.C ST - 2FR|1419|-.75|0|0|0|0|0|1419|0|0|0|
316|B12794|T.V.K st - 2FR|2713|-.42|0|0|0|0|0|0|0|0|2713|
317|B12795|Dimuthu st - 2FR|4022|-.16|0|0|0|0|0|4022|0|0|0|
318|B12796|Kelum st - 2FR|676|-.5|0|0|0|0|0|676|0|0|0|
319|B12802|Sandaruwan st - 2SA|265|-.5|0|0|0|0|0|265|0|0|0|
320|B12803|Buddika st - 2SA|1546|-.52|0|0|0|0|0|1546|0|0|0|
321|B12804|Chandana st - 2SA|1316|-.16|0|0|0|0|0|1316|0|0|0|
322|B12805|Thilina st - 2SA|350|0|0|0|0|0|0|350|0|0|0|
323|B12806|Kalansooriya st - 2SA|888|-.75|0|0|0|0|0|888|0|0|0|
324|B12807|Mallika st - 2SA|1625|-.55|0|0|0|0|0|1625|0|0|0|
325|B12808|Weerathunga st - 2SA|3419|-.82|0|0|0|0|0|3419|0|0|0|
326|B12809|THILAN - 2SA|8430|-.87|0|0|351.29|0|0|0|0|0|8430|
327|B12810|W eerasingha st - 2SA|2475.12|12|324|0|102.63|0|0|2475.12|0|0|0|
328|B12811|Rathnasiri st - 2SA|1305|0|0|0|0|0|0|1305|0|0|0|
329|B12812|Vineeta st - 2SA|1350|0|0|0|0|0|0|1350|0|0|0|
330|B12813|Liyanagama st - 2SA|1601|-.25|0|0|0|0|0|1601|0|0|0|
331|B12814|Dayas st -Pahalakeembiya - 2SA|4625|-.4|0|0|0|0|0|625|4000|0|0|
332|B12815|Amaradasa st - 2SA|23020|21.04|558|0|2197.33|0|1239.04|23020|0|0|0|
333|B12817|W.H.U st - 2SA|5078|-.42|0|0|0|0|0|0|0|0|5078|
334|B12818|N.J.S st - 2SA|2083|-.54|0|0|0|0|0|2083|0|0|0|
335|B12819|Susiri   st - 2SA|1170|0|0|0|0|0|0|0|0|0|1170|
336|B12821|Santha st - 2SA|2331|-.4|0|0|0|0|0|2331|0|0|0|
337|B12823|Udara   st walideniya - 2SA|1721|-.25|0|0|0|0|0|1721|0|0|0|
338|B12824|Nanayakkara 2 st - 2SA|1938|-.3|0|0|0|0|0|1938|0|0|0|
339|B12825|Sumudu st - 2SA|495|0|0|0|0|0|0|495|0|0|0|
340|B12826|Lankathilaka st - 2SA|3368|-.12|0|0|0|0|0|3368|0|0|0|
341|B12827|Raja st - 2SA|765|0|0|0|0|0|0|765|0|0|0|
342|B12828|Amarasena st - 2SA|850|-.5|0|0|0|0|0|850|0|0|0|
343|B12829|Nanayakkara St - 2SA|2040|0|0|0|85|0|0|2040|0|0|0|
344|B12830|Hatharasinghe st - 2SA|1092|0|0|0|0|0|0|1092|0|0|0|
345|B12831|Vishaka st - 2SA|6458|61.47|540|1080|266.52|0|0|0|0|0|6458|
346|B12832|Sisila st - 2SA|3985|-.56|0|0|166.07|0|0|3985|0|0|0|
347|B12833|Milk bar - 2SA|580|-.5|0|0|0|0|0|580|0|0|0|
348|B12834|Mims pharmacy - 2SA|1773|0|0|0|0|0|0|0|0|0|1773|
349|B12835|Sampath st - 2SA|1538|-.58|0|0|0|0|0|1538|0|0|0|
350|B12836|Buddika st - 2SA|1548|0|0|0|0|0|0|1548|0|0|0|
351|B12837|Janaka st - 2SA|414|0|0|0|0|0|0|414|0|0|0|
352|B12838|Dananjaya - 2SA|1706|-.31|0|0|0|0|0|1706|0|0|0|
353|B12839|Dayas st - 2SA|30317|-.08|0|0|2535.06|0|1239.04|30317|0|0|0|
354|B12840|Sisira st - 2SA|5673.97|0|3707.38|0|0|0|0|0|0|0|5673.97|
355|B12841|Wenuri st - 2SA|5578|-.91|0|0|232.45|0|0|0|0|0|5578|
356|B12842|Alabada st - 2SA|2383|-.54|0|0|0|0|0|2383|0|0|0|
357|B12843|Bosisila st - 2SA|810|0|0|0|0|0|0|810|0|0|0|
358|B12844|Udara hottel - 2SA|2148|0|0|0|0|0|0|0|0|0|2148|
359|B12845|Amara st - 2SA|1210|-.5|85.5|0|0|0|0|1210|0|0|0|
360|B12846|Paranawaththa st - 2SA|648|0|0|0|0|0|0|648|0|0|0|
361|B12847|Karunadasa st - 2SA|1998|-.75|0|0|0|0|0|1998|0|0|0|
362|B12848|Kalpa st - 2SA|1898|-.1|0|0|0|0|0|0|0|0|1898|
363|B12849|Priyantha st - 2SA|5636|-.08|108|0|0|0|0|5636|0|0|0|
364|B12850|Narawara St - 2SA|948|0|0|0|0|0|0|948|0|0|0|
365|B12851|Indrani st - 2SA|4161|-.85|0|0|0|0|0|4161|0|0|0|
366|B12853|Bandula st - 2MO|15689|33.72|886.8|0|652.3|0|0|189|15500|0|0|
367|B12854|Janahitha st - 2TU|1624|-.14|0|0|0|0|0|1624|0|0|0|
368|B12855|Taranga st - 2MO|1202|-.58|0|0|0|0|0|1202|0|0|0|
369|B12857|Wickrama st - 2MO|1335|0|0|0|0|0|0|1335|0|0|0|
370|B12859|Lithum st - 2MO|3148|-.5|0|0|0|0|0|3148|0|0|0|
371|B12860|Anuppriya st - 2MO|6655|-.76|0|0|277.32|0|0|0|6655|0|0|
372|B12861|Nethmina st - 2MO|4264|-.32|0|0|0|0|0|4264|0|0|0|
373|B12862|Pahe kade - 2MO|1419|-.75|0|0|0|0|0|1419|0|0|0|
374|B12863|Vvijaya st - 2TU|667|-.5|0|0|0|0|0|667|0|0|0|
375|B12864|Korale kade - 2MO|832|-.5|0|0|0|0|0|832|0|0|0|
376|B12865|Lal st - 2MO|1264|-.2|0|0|0|0|0|1264|0|0|0|
377|B12866|Liyanage-unanvitiya - 2MO|1042|-.8|0|0|0|0|0|1042|0|0|0|
378|B12867|Sumanapala st - 2MO|2772|0|0|0|0|0|0|2772|0|0|0|
379|B12868|Gunawardana st - 2MO|8031|-.06|0|0|334.63|0|0|8031|0|0|0|
380|B12869|Sunil st - 2MO|545.68|.34|0|0|0|0|0|545|0|0|.68|
381|B12870|Jayatilaka st - 2MO|4836|-.87|0|0|0|0|0|4836|0|0|0|
382|B12873|Vijesiri st - 2MO|1916|-.64|0|0|0|0|0|0|0|0|1916|
383|B12874|Liyanage st - 2MO|5761|-.99|0|0|0|0|0|5761|0|0|0|
384|B12875|Raja st - 2MO|7954|20.38|538.43|0|330.56|0|0|0|0|0|7954|
385|B12876|Dimuthu st - 2MO|3556|-.68|0|0|0|0|0|0|0|0|3556|
386|B12877|Saman st - 2MO|2544|-.04|108|0|0|0|0|2544|0|0|0|
387|B12878|Premalal st - 2MO|2332|-.5|0|0|0|0|0|2332|0|0|0|
388|B12879|Ananda st - 2MO|1351|-.5|0|0|0|0|0|1351|0|0|0|
389|B12880|Yasas st - 2MO|1340|.48|0|0|0|0|0|1340|0|0|0|
390|B12881|Chamara st - 2MO|270|0|0|0|0|0|0|270|0|0|0|
391|B12882|Pradeep st - 2MO|521|-.79|0|0|0|0|0|0|0|0|521|
392|B12883|S.D.P st - 2MO|1025|-.58|0|0|0|0|0|1025|0|0|0|
393|B12884|Sisila  hottel - 2MO|1902|-.41|247.5|0|0|0|0|1902|0|0|0|
394|B12885|Iresha - 2MO|2165|-.64|0|0|0|0|0|2165|0|0|0|
395|B12886|Suhada - 2MO|2322|-.75|0|0|0|0|0|2322|0|0|0|
396|B12887|Nuwanga st - 2MO|3106|-.16|0|0|0|0|0|3106|0|0|0|
397|B12888|Chandana - 2MO|1402|-.5|0|0|0|0|0|1402|0|0|0|
398|B12890|Ramani - 2MO|652|-.5|0|0|0|0|0|652|0|0|0|
399|B12891|Tilaka st - 2TU|1204|-.5|0|0|0|0|0|1204|0|0|0|
400|B12892|Vithana st - 2MO|1807|-.2|0|0|0|0|0|0|0|0|1807|
401|B12894|DILINI  ST - 2MO|7226|-.98|0|0|301.12|0|0|7226|0|0|0|
402|B12895|Danuja st - 2MO|3515|-.4|0|0|0|0|0|3515|0|0|0|
403|B12896|GUNASEKARA ST - 2MO|2209|-.5|0|0|0|0|0|2209|0|0|0|
404|B12897|Ileyperuma st - 2MO|1356|-.75|0|0|0|0|0|1356|0|0|0|
405|B12898|Samantha st - 2MO|2020|-.14|0|0|0|0|0|2020|0|0|0|
406|B12900|Tisara - 2MO|1249|-.5|0|0|0|0|0|1249|0|0|0|
407|B12901|Sandya st - 2MO|584|-.16|396|0|0|0|0|584|0|0|0|
408|B12902|Shaheni st - 2MO|1428|-.6|0|0|0|0|0|1428|0|0|0|
409|B12903|Vithana Hotel - 2MO|485|-.79|0|0|0|0|0|485|0|0|0|
410|B12904|PATHINAYAKA   ST - 2MO|3110|-.67|0|0|0|0|0|3110|0|0|0|
411|B12905|Madushan st - 2MO|611|-.79|0|0|0|0|0|611|0|0|0|
412|B12907|JAYATHILAKA  ST - 2WE|945|0|0|0|0|0|0|945|0|0|0|
413|B12908|Saman st - 2TU|2080|-.5|0|0|0|0|0|0|0|0|2080|
414|B12910|Tapal kade - 2TU|1042|-.52|0|0|0|0|0|1042|0|0|0|
415|B12911|Kanthoruwatta st - 2TU|825|-.5|0|0|0|0|0|825|0|0|0|
416|B12912|Amila st - 2TU|1617|-.52|0|0|0|0|0|1617|0|0|0|
417|B12913|Narangoda st - 2TU|846|0|0|0|0|0|0|846|0|0|0|
418|B12914|Chandana st - 2TU|1676|-.58|0|0|0|0|0|1676|0|0|0|
419|B12914|Chandana Stores - MON|1676|-.58|0|0|0|0|0|1676|0|0|0|
420|B12915|Samanthi st - 2TU|1656|0|0|0|0|0|0|1656|0|0|0|
421|B12916|Dilsada st - 2TU|597|0|0|0|0|0|0|597|0|0|0|
422|B12917|Madushan st - 2TU|660|-.76|0|0|0|0|0|660|0|0|0|
423|B12921|Indika  mabotu - 2TU|2903|-.04|0|0|120.96|0|0|0|0|0|2903|
424|B12924|Sooriarachchi st - 2TU|1286|-.46|0|0|0|0|0|0|0|0|1286|
425|B12926|Wijewardana st - 2TU|1700|0|0|0|0|0|0|0|0|0|1700|
426|B12927|AMARASENA  ST nawngala - 2TU|5639|-.08|0|0|234.96|0|0|5639|0|0|0|
427|B12931|Abebandu st - 2TU|1528|-.5|0|0|0|0|0|1528|0|0|0|
428|B12932|Mahinda st - 2TU|988|-.5|126|0|0|0|0|988|0|0|0|
429|B12933|Midigaspe st - 2TU|1904|-.75|0|0|0|0|0|1904|0|0|0|
430|B12935|Nilani st - 2TU|1260|0|0|0|0|0|0|1260|0|0|0|
431|B12936|D.m.g.st - 2TU|1258|-.5|0|0|0|0|0|1258|0|0|0|
432|B12937|Situmina St - 2TU|834|-.76|0|0|0|0|0|834|0|0|0|
433|B12938|Amarasena st - 2TU|2145|0|0|0|0|0|0|2145|0|0|0|
434|B12939|Sameera st - 2TU|1267|-.5|0|0|0|0|0|1267|0|0|0|
435|B12940|Nishantha st - 2WE|2593|-.15|0|0|0|0|0|2593|0|0|0|
436|B12941|Ambagahawatta st - 2WE|14327|-.79|0|0|596.99|0|0|0|0|0|14327|
437|B12942|Gunawardana st - 2WE|2969|-.76|413.1|0|0|0|0|2969|0|0|0|
438|B12943|Arachchi st - 2WE|10950.92|7.01|164.35|0|456|0|0|0|0|0|10950.92|
439|B12944|Nugagahawaththa st - 2WE|7348|2.98|85.5|0|306.04|0|0|0|7348|0|0|
440|B12945|Gampaha st - 2WE|1413|-.75|0|0|0|0|0|1413|0|0|0|
441|B12946|G.K.P. st - 2WE|1666|-.25|0|0|0|0|0|1666|0|0|0|
442|B12949|Janith hotel - 2WE|13158|-.42|0|0|548.27|0|0|0|0|0|13158|
443|B12950|Asiri st - 2WE|3483|-.38|0|0|0|0|0|0|0|0|3483|
444|B12951|Pathmasiri st - 2WE|603|-.3|0|0|0|0|0|603|0|0|0|
445|B12952|Singhagiri st - 2TU|15076|-.38|0|0|1100.7|0|472.52|0|0|0|15076|
446|B12952|Pathma st - 2WE|809|-.1|22.5|0|0|0|0|809|0|0|0|
447|B12953|Chandraka - 2WE|638|.18|82.18|0|0|0|0|638|0|0|0|
448|B12954|Jagoda st - 2WE|27146|-.16|0|0|2360.54|0|0|27146|0|0|0|
449|B12957|T.L.P. st - 2WE|1772|-.28|0|0|0|0|0|1772|0|0|0|
450|B12959|Badunwatta st - 2WE|262|-.5|0|0|0|0|0|262|0|0|0|
451|B12960|Shama st - 2WE|861|0|0|0|0|0|0|861|0|0|0|
452|B12961|Janaka st - 2WE|2565|-.4|0|0|0|0|0|2565|0|0|0|
453|B12962|Deniyaya gedarakade - 2WE|1200|-.18|0|0|0|0|0|1200|0|0|0|
454|B12963|Anura  st - 2WE|990|0|0|0|0|0|0|990|0|0|0|
455|B12964|Madushanka B/ S - 2WE|1978|-.1|0|0|0|0|0|1978|0|0|0|
456|B12966|Vimala - 2WE|478|-.5|0|0|0|0|0|478|0|0|0|
457|B12967|Palathuru kade - 2WE|1519|-.5|0|0|0|0|0|0|0|0|1519|
458|B12970|Sisira st - 2WE|1020|-.38|1620|0|42.52|0|0|0|0|0|1020|

||Total|2503173.44|327.74|46100.6|2592|96525|0|15196.73|609310.12|144957.22|4924|1743982.1
||Value|2599698.44
